Food Group,Food Sub-Group,Food Name,Food ID
Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Yellow], raw",699
Vegetables,Fruit vegetables,"Sweet pepper [Green], raw",701
Vegetables,Fruit vegetables,"Sweet pepper [Red], raw",702
Vegetables,Fruit vegetables,"Sweet pepper [Yellow], raw",703
Vegetables,Fruit vegetables,"Pepper [Unknown color], raw",705
Vegetables,Fruit vegetables,"Olive [Green], raw",749
Vegetables,Fruit vegetables,"Olive [Black], raw",750
Vegetables,Fruit vegetables,"Chilli pepper C. chinense [Green], raw",1265
Vegetables,Fruit vegetables,"Chilli pepper C. pubescens [Yellow], raw",1280
Vegetables,Fruit vegetables,"Tomato, paste, pasteurized",1387
Vegetables,Fruit vegetables,"Tomato, ketchup",1410
Vegetables,Gourds,"Pumpkin, raw",183
Vegetables,Gourds,"Cucumber, raw",270
Vegetables,Gourds,"Squash, raw",331
Vegetables,Gourds,"Zucchini, raw",502
Vegetables,Leaf vegetables,"Spinach, raw",272
Vegetables,Leaf vegetables,"Chicory [Red], raw",309
Vegetables,Leaf vegetables,"Chicory [Green], raw",310
Vegetables,Leaf vegetables,"Endive [Curly], raw",311
Vegetables,Leaf vegetables,"Endive [Escarole], raw",312
Vegetables,Leaf vegetables,"Lettuce [Green], raw",313
Vegetables,Leaf vegetables,"Lettuce [Red], raw",314
Vegetables,Leaf vegetables,"Swiss chard leaves [Red], raw",319
Vegetables,Leaf vegetables,"Swiss chard leaves [White], raw",393
Vegetables,Leaf vegetables,"Arugula, raw",435
Vegetables,Leaf vegetables,"Beet greens, raw",500
Vegetables,Leaf vegetables,"Dandelion, raw",747
Vegetables,Leaf vegetables,"Garden cress, raw",773
Vegetables,Leaf vegetables,"Spinach, raw, stored refrigerated",1181
Vegetables,Onion-family vegetables,"Leek, raw",1
Vegetables,Onion-family vegetables,"Onion [Red], raw",255
Vegetables,Onion-family vegetables,"Onion [White], raw",256
Vegetables,Onion-family vegetables,"Onion [Yellow], raw",257
Vegetables,Onion-family vegetables,"Onion [Unknown color], raw",274
Vegetables,Onion-family vegetables,"Shallot, raw",380
Vegetables,Onion-family vegetables,"Shallot [Pink], raw",382
Vegetables,Pod vegetables,"Green bean, raw",334
Vegetables,Pod vegetables,"Broad bean pod, raw",570
Vegetables,Pod vegetables,"Green bean, raw, frozen",1377
Vegetables,Pulse vegetables,"Fresh pea, blanched",430
Vegetables,Pulse vegetables,"Sugar pea, raw",446
Vegetables,Pulse vegetables,"Fresh pea, raw",649
Vegetables,Pulse vegetables,"Fresh pea, frozen",1375
Vegetables,Root vegetables,"Carrot, raw",269
Vegetables,Root vegetables,"Radish [Black], raw",349
Vegetables,Root vegetables,"Parsnip, raw",350
Vegetables,Root vegetables,"Celeriac, raw",351
Vegetables,Root vegetables,"Kohlrabi, raw",352
Vegetables,Root vegetables,"Radish, raw",353
Vegetables,Root vegetables,"Swede, raw",408
Vegetables,Root vegetables,"Turnip root, raw",471
Vegetables,Root vegetables,"Red beetroot, raw",499
Vegetables,Root vegetables,"Burdock root, raw",507
Vegetables,Root vegetables,"Carrot, blanched",508
Vegetables,Root vegetables,"Turnip yellow, raw",1281
Vegetables,Root vegetables,"Turnip white, raw",1285
Vegetables,Root vegetables,"Swede, blanched",1357
Vegetables,Shoot vegetables,"Asparagus, raw",328
Vegetables,Shoot vegetables,"Globe artichoke, heads, raw",368
Vegetables,Shoot vegetables,Fennel,977
Vegetables,Shoot vegetables,"Asparagus, raw, stored refrigerated",1332
Vegetables,Stalk vegetables,"Swiss chard stems [Red], raw",320
Vegetables,Stalk vegetables,"Swiss chard stems [White], raw",392
Vegetables,Stalk vegetables,"Celery stalks, raw",407
Vegetables,Tubers,"Potato, peeled, raw",247
Vegetables,Tubers,"Potato, raw",254
Vegetables,Tubers,"Sweet potato, raw",332
Vegetables,Tubers,"Potato [Purple], raw",481
Vegetables,Tubers,"Potato, peeled, blanched",509
Vegetables,Tubers,"Potato, blanched",1355
